Word,Valence,Arousal,Dominance,subject_centric
significance,0.82,0.46,0.644,0
significant,0.827,0.649,0.786,0
signification,0.583,0.337,0.53,0
signify,0.453,0.422,0.634,0
signpost,0.51,0.4,0.446,0
silence,0.438,0.2,0.223,0
silencer,0.417,0.356,0.482,0
silent,0.469,0.125,0.28,0
silently,0.448,0.185,0.306,0
silhouette,0.582,0.41,0.288,0
silicon,0.439,0.448,0.445,0
silicone,0.48,0.34,0.333,0
silk,0.76,0.115,0.3,0
silken,0.73,0.265,0.394,0
silky,0.802,0.397,0.271,0
sill,0.433,0.375,0.324,1
silliness,0.327,0.368,0.192,0
silly,0.384,0.349,0.161,0
silo,0.4,0.365,0.357,0
silt,0.51,0.269,0.2,0
silver,0.684,0.451,0.615,0
silverware,0.663,0.365,0.409,0
silvery,0.543,0.46,0.517,0
similar,0.562,0.25,0.423,0
similarity,0.729,0.255,0.518,0
simile,0.615,0.363,0.464,0
simmer,0.65,0.293,0.393,1
simmering,0.382,0.613,0.412,0
simple,0.653,0.13,0.314,0
simples,0.724,0.24,0.263,0
simpleton,0.429,0.144,0.358,0
simplicity,0.667,0.25,0.337,0
simplify,0.565,0.347,0.602,0
simplistic,0.49,0.245,0.391,0
simply,0.535,0.148,0.393,0
simulate,0.551,0.375,0.417,0
simulated,0.5,0.461,0.356,0
simulating,0.552,0.462,0.481,0
simulation,0.552,0.574,0.567,0
simulator,0.677,0.559,0.583,0
simultaneous,0.691,0.577,0.554,0
simultaneously,0.656,0.49,0.609,0
sin,0.177,0.712,0.449,0
sincere,0.918,0.265,0.725,0
sincerity,0.908,0.351,0.686,0
sinful,0.143,0.788,0.417,0
sing,0.858,0.606,0.42,1
singer,0.802,0.735,0.628,0
singing,0.885,0.594,0.528,0
single,0.291,0.354,0.259,0
singly,0.553,0.354,0.466,0
singular,0.61,0.302,0.482,0
singularity,0.582,0.348,0.654,0
singularly,0.571,0.33,0.527,0
sinister,0.125,0.896,0.581,0
sink,0.375,0.439,0.322,0
sinker,0.302,0.557,0.538,0
sinking,0.135,0.439,0.342,0
sinner,0.237,0.667,0.356,0
sinning,0.17,0.7,0.422,0
sinus,0.531,0.563,0.34,0
sip,0.375,0.38,0.213,0
siphon,0.354,0.333,0.435,0
sipping,0.469,0.349,0.377,0
sir,0.622,0.306,0.778,0
sire,0.854,0.452,0.808,1
siren,0.57,0.627,0.5,0
sirloin,0.546,0.418,0.373,0
sissy,0.333,0.562,0.232,0
sister,0.916,0.324,0.562,0
sisterhood,0.837,0.415,0.696,0
sit,0.561,0.23,0.368,0
sitcom,0.562,0.537,0.407,0
site,0.677,0.265,0.452,0
sith,0.439,0.564,0.373,0
sitter,0.656,0.429,0.404,0
sitting,0.561,0.146,0.353,0
situate,0.51,0.31,0.483,0
situated,0.542,0.231,0.543,0
situation,0.531,0.387,0.6,0
six,0.5,0.154,0.271,0
sixpence,0.469,0.417,0.463,0
sixteen,0.583,0.29,0.324,0
sixth,0.521,0.275,0.366,0
sixty,0.694,0.24,0.433,0
sizable,0.727,0.337,0.657,0
size,0.531,0.336,0.569,0
sizzle,0.427,0.704,0.368,0
ska,0.458,0.575,0.245,0
skate,0.74,0.653,0.508,0
skateboard,0.677,0.55,0.353,0
skater,0.633,0.774,0.652,0
skating,0.745,0.673,0.435,0
skedaddle,0.427,0.596,0.422,0
skeet,0.469,0.549,0.413,0
skein,0.449,0.372,0.287,0
skeletal,0.306,0.558,0.318,0
skeleton,0.183,0.464,0.343,0
skeptic,0.135,0.44,0.5,0
skeptical,0.207,0.5,0.452,0
skepticism,0.229,0.48,0.582,0
sketch,0.704,0.276,0.42,0
sketching,0.729,0.327,0.4,0
sketchy,0.333,0.479,0.241,0
skewed,0.34,0.48,0.361,0
skewer,0.47,0.365,0.457,0
ski,0.684,0.67,0.471,0
skid,0.357,0.64,0.44,0
skier,0.802,0.788,0.639,0
skiff,0.479,0.375,0.472,0
skiing,0.823,0.824,0.62,0
skijump,0.635,0.647,0.482,0
skill,0.847,0.701,0.833,0
skilled,0.886,0.614,0.929,0
skillet,0.51,0.296,0.345,0
skillful,0.802,0.616,0.908,0
skim,0.418,0.328,0.322,0
skimpy,0.302,0.349,0.208,0
skin,0.569,0.35,0.395,0
skinny,0.333,0.333,0.298,0
skip,0.458,0.804,0.439,0
skipper,0.44,0.577,0.692,0
skirmish,0.29,0.64,0.474,0
skirt,0.602,0.463,0.226,0
skirting,0.449,0.529,0.386,0
skirts,0.622,0.538,0.241,0
skit,0.438,0.434,0.421,0
skittish,0.156,0.815,0.172,0
skull,0.276,0.558,0.574,0
skunk,0.284,0.491,0.38,0
sky,0.958,0.234,0.401,0
skylight,0.708,0.314,0.343,0
skyline,0.592,0.412,0.662,0
skyscraper,0.622,0.696,0.798,0
slab,0.398,0.265,0.264,0
slack,0.521,0.283,0.446,0
slag,0.266,0.6,0.254,0
slam,0.459,0.577,0.48,0
slammer,0.417,0.565,0.391,0
slander,0.184,0.604,0.454,0
slanderous,0.057,0.8,0.337,0
slang,0.479,0.418,0.491,0
slant,0.469,0.396,0.536,0
slap,0.1,0.804,0.518,0
slash,0.26,0.5,0.509,0
slashes,0.33,0.328,0.41,0
slate,0.531,0.283,0.431,0
slates,0.5,0.27,0.342,0
slaughter,0.052,0.953,0.602,0
slaughterhouse,0.146,0.794,0.472,0
slaughtering,0.133,0.947,0.714,0
slave,0.171,0.795,0.151,0
slavery,0.052,0.783,0.218,0
slay,0.133,0.92,0.585,0
slayer,0.041,0.93,0.661,0
sleaze,0.312,0.538,0.405,0
sleazy,0.292,0.674,0.37,0
sled,0.635,0.547,0.446,0
sledding,0.625,0.547,0.422,0
sledge,0.646,0.5,0.361,0
sledgehammer,0.449,0.479,0.482,0
sleek,0.75,0.484,0.643,0
sleep,0.719,0.09,0.339,1
sleeper,0.64,0.154,0.254,0
sleeping,0.704,0.091,0.312,0
sleepless,0.213,0.41,0.207,0
sleeplessness,0.104,0.604,0.202,0
sleepover,0.815,0.519,0.34,0
sleepy,0.604,0.125,0.25,1
sleepyhead,0.327,0.35,0.294,0
sleet,0.41,0.355,0.395,0
sleeve,0.531,0.27,0.273,0
sleeveless,0.638,0.29,0.2,0
sleigh,0.742,0.551,0.396,0
sleight,0.719,0.677,0.379,0
slender,0.812,0.548,0.664,0
sleuth,0.46,0.633,0.676,0
slice,0.583,0.375,0.303,0
slick,0.388,0.383,0.349,0
slicker,0.727,0.387,0.519,0
slide,0.615,0.435,0.432,0
slider,0.585,0.491,0.518,0
sliding,0.356,0.73,0.491,0
slight,0.521,0.24,0.155,0
slight anticipation,0.562,0.49,0.445,0
slight disgust,0.156,0.578,0.318,0
slight surprise,0.677,0.746,0.557,0
slight trust,0.306,0.4,0.245,0
slightly,0.47,0.274,0.255,0
slightly negative,0.19,0.472,0.259,0
slightly positive,0.792,0.48,0.567,0
slim,0.562,0.18,0.296,0
slime,0.3,0.37,0.183,0
slimy,0.177,0.5,0.309,0
sling,0.417,0.423,0.404,0
slingshot,0.323,0.654,0.474,0
slink,0.46,0.546,0.314,0
slinky,0.4,0.637,0.603,0
slip,0.316,0.714,0.321,0
slipper,0.635,0.298,0.245,0
slippers,0.573,0.413,0.236,0
slippery,0.219,0.74,0.343,0
slit,0.406,0.49,0.366,0
sliver,0.388,0.347,0.291,0
slob,0.275,0.365,0.3,0
slobber,0.35,0.375,0.278,0
slogan,0.55,0.216,0.564,0
sloop,0.48,0.375,0.38,0
slop,0.306,0.409,0.325,0
slope,0.347,0.438,0.279,0
sloppy,0.303,0.441,0.183,0
slot,0.469,0.337,0.337,0
sloth,0.198,0.14,0.125,0
slouch,0.365,0.45,0.328,0
slough,0.265,0.39,0.2,0
slow,0.357,0.073,0.131,0
slowly,0.427,0.185,0.295,0
slowness,0.302,0.212,0.191,0
sludge,0.354,0.396,0.229,0
slug,0.276,0.37,0.16,0
slugger,0.458,0.5,0.518,0
sluggish,0.224,0.124,0.155,0
sluice,0.427,0.52,0.365,0
slum,0.292,0.528,0.302,0
slumber,0.592,0.191,0.426,0
slump,0.194,0.438,0.13,0
slur,0.115,0.814,0.427,0
slurp,0.54,0.528,0.411,0
slush,0.427,0.283,0.296,0
slut,0.071,0.808,0.309,0
slutty,0.224,0.81,0.371,0
sly,0.573,0.69,0.75,0
smack,0.323,0.662,0.381,1
small,0.542,0.205,0.12,0
smaller,0.3,0.31,0.179,0
smallest,0.281,0.34,0.129,0
smallpox,0.156,0.583,0.222,0
smart,0.906,0.607,0.923,1
smartass,0.364,0.52,0.62,0
smarten,0.602,0.49,0.551,0
smarty,0.673,0.51,0.848,0
smash,0.195,0.692,0.53,0
smashed,0.143,0.66,0.256,0
smattering,0.448,0.46,0.5,0
smear,0.23,0.433,0.4,0
smell,0.51,0.52,0.33,0
smelling,0.458,0.481,0.349,0
smelly,0.1,0.528,0.245,0
smelt,0.333,0.441,0.345,0
smidgen,0.367,0.385,0.357,0
smile,0.906,0.598,0.618,0
smiled,0.949,0.53,0.536,0
smiles,0.892,0.606,0.607,0
smiley,0.865,0.47,0.571,0
smiling,0.981,0.679,0.625,1
smirk,0.792,0.596,0.583,0
smite,0.303,0.846,0.682,0
smith,0.677,0.333,0.529,0
smithereens,0.281,0.561,0.409,0
smitten,0.153,0.76,0.204,1
smock,0.429,0.25,0.25,0
smog,0.271,0.48,0.382,0
smoke,0.188,0.5,0.391,0
smoker,0.208,0.528,0.311,0
smokey,0.494,0.462,0.43,0
smoking,0.176,0.557,0.384,0
smoky,0.459,0.42,0.327,0
smoldering,0.635,0.781,0.764,0
smooch,0.796,0.731,0.491,0
smooth,0.823,0.127,0.281,0
smoothie,0.806,0.333,0.281,0
smoothly,0.821,0.134,0.488,0
smoothness,0.833,0.221,0.412,0
smother,0.292,0.685,0.42,0
smudge,0.327,0.429,0.245,0
smug,0.198,0.552,0.587,0
smuggle,0.194,0.775,0.57,0
smuggler,0.062,0.867,0.645,0
smuggling,0.229,0.783,0.51,0
smut,0.357,0.36,0.349,0
snack,0.646,0.407,0.345,0
snacks,0.781,0.48,0.306,0
snafu,0.375,0.549,0.274,0
snag,0.417,0.25,0.339,0
snags,0.177,0.721,0.49,0
snail,0.48,0.104,0.296,0
snake,0.276,0.75,0.549,0
snakes,0.176,0.662,0.606,0
snakeskin,0.276,0.696,0.391,0
snap,0.344,0.517,0.352,1
snapper,0.417,0.429,0.245,0
snappy,0.573,0.592,0.418,0
snapshot,0.573,0.578,0.588,0
snare,0.229,0.85,0.466,0
snarl,0.43,0.787,0.455,0
snarling,0.312,0.704,0.491,0
snatch,0.219,0.861,0.691,0
snatcher,0.122,0.867,0.563,0
snazzy,0.735,0.37,0.66,0
sneak,0.281,0.745,0.449,0
sneaker,0.794,0.479,0.389,0
sneakers,0.604,0.548,0.349,0
sneaking,0.203,0.755,0.545,0
sneaky,0.24,0.74,0.56,0
sneer,0.133,0.755,0.345,0
sneeze,0.271,0.442,0.336,0
sneezing,0.434,0.57,0.345,0
snicker,0.708,0.693,0.409,0
snide,0.186,0.723,0.455,0
sniff,0.396,0.5,0.318,0
snip,0.417,0.327,0.268,0
snipe,0.198,0.915,0.491,0
sniper,0.167,0.87,0.853,0
snippet,0.612,0.41,0.368,0
snippy,0.418,0.491,0.481,0
snitch,0.3,0.598,0.333,0
snob,0.296,0.52,0.309,0
snoop,0.134,0.74,0.434,0
snoopy,0.573,0.534,0.291,0
snooty,0.39,0.455,0.446,0
snooze,0.235,0.357,0.282,0
snore,0.245,0.61,0.481,0
snorkel,0.51,0.47,0.327,0
snort,0.469,0.531,0.413,0
snot,0.214,0.34,0.269,0
snotty,0.18,0.382,0.2,0
snout,0.276,0.385,0.241,0
snow,0.667,0.363,0.309,0
snowball,0.717,0.444,0.321,0
snowboard,0.663,0.68,0.511,0
snowboarder,0.719,0.754,0.545,0
snowday,0.602,0.5,0.44,0
snowfall,0.675,0.28,0.455,0
snowflake,0.748,0.192,0.26,0
snowing,0.586,0.49,0.387,0
snowmageddon,0.375,0.575,0.472,0
snowman,0.776,0.291,0.323,0
snowplow,0.449,0.48,0.493,0
snowstorm,0.204,0.833,0.629,0
snowy,0.656,0.304,0.357,0
snub,0.229,0.412,0.228,0
snubbed,0.265,0.528,0.279,0
snuff,0.357,0.47,0.377,0
snug,0.867,0.173,0.5,0
snuggle,0.781,0.39,0.35,0
snuggled,0.552,0.439,0.314,0
snuggles,0.67,0.34,0.287,0
snuggling,0.683,0.585,0.373,0
soak,0.48,0.37,0.24,0
soaked,0.365,0.462,0.358,0
soaking,0.438,0.324,0.375,0
soangry,0.327,0.65,0.482,0
soannoyed,0.271,0.529,0.426,0
soap,0.531,0.163,0.311,0
soapbox,0.5,0.415,0.393,0
soapy,0.552,0.373,0.355,0
soar,0.79,0.74,0.718,0
soaring,0.708,0.704,0.65,0
sob,0.115,0.48,0.212,0
sober,0.729,0.216,0.568,1
soblessed,0.542,0.395,0.287,0
sobriety,0.68,0.31,0.583,0
soc,0.427,0.431,0.38,0
soccer,0.698,0.837,0.644,0
sociable,0.854,0.459,0.627,0
social,0.806,0.37,0.614,0
socialanxiety,0.27,0.588,0.426,0
socialism,0.51,0.5,0.56,0
socialist,0.448,0.4,0.543,0
socialite,0.684,0.668,0.57,0
socialize,0.907,0.683,0.726,0
society,0.674,0.464,0.782,0
sociology,0.615,0.439,0.694,0
sociopath,0.104,0.863,0.439,0
sock,0.5,0.167,0.29,0
socket,0.583,0.469,0.377,0
sod,0.427,0.383,0.333,0
soda,0.688,0.314,0.364,0
soda/pop,0.581,0.41,0.382,0
sodding,0.24,0.5,0.4,0
sodium,0.49,0.34,0.291,0
sofa,0.583,0.106,0.263,0
soft,0.76,0.179,0.232,0
softball,0.735,0.63,0.518,0
soften,0.694,0.194,0.392,0
softener,0.745,0.3,0.373,0
softening,0.7,0.255,0.361,0
softly,0.517,0.206,0.304,0
softness,0.875,0.086,0.402,0
software,0.561,0.28,0.57,0
soggy,0.312,0.35,0.241,0
sohappy,0.949,0.673,0.681,0
soil,0.35,0.18,0.356,0
soiled,0.106,0.529,0.213,0
soiree,0.729,0.692,0.578,0
sojourn,0.514,0.243,0.509,0
solace,0.776,0.294,0.453,1
solar,0.622,0.452,0.645,0
solarium,0.602,0.356,0.421,0
solder,0.439,0.51,0.611,0
soldering,0.573,0.536,0.538,0
soldier,0.392,0.708,0.768,0
sole,0.427,0.194,0.279,1
solemn,0.708,0.37,0.709,1
solicit,0.62,0.49,0.604,0
solicitation,0.612,0.519,0.415,0
solicitor,0.6,0.479,0.802,0
solid,0.667,0.304,0.763,0
solidarity,0.792,0.407,0.781,0
solidification,0.48,0.5,0.827,0
solidified,0.633,0.415,0.745,0
solidify,0.583,0.318,0.754,0
solidity,0.745,0.444,0.85,0
solitaire,0.365,0.227,0.279,0
solitary,0.224,0.202,0.268,0
solitude,0.208,0.226,0.358,0
solo,0.438,0.19,0.325,0
solubility,0.506,0.36,0.442,0
soluble,0.542,0.272,0.409,0
solucky,0.573,0.529,0.615,0
solution,0.79,0.339,0.664,0
solve,0.656,0.53,0.688,0
solvency,0.604,0.296,0.605,0
solvent,0.635,0.316,0.573,0
somad,0.429,0.49,0.463,0
somatic,0.438,0.406,0.444,0
somber,0.184,0.5,0.38,0
some anticipation,0.423,0.482,0.472,0
some disgust,0.094,0.657,0.321,0
some surprise,0.827,0.849,0.5,0
some trust,0.594,0.451,0.547,0
somersault,0.214,0.769,0.519,0
somethingigetalot,0.573,0.567,0.509,0
somewhat negative,0.208,0.48,0.15,0
somewhat positive,0.92,0.51,0.667,0
somuchtodo,0.51,0.598,0.441,0
son,0.792,0.365,0.528,0
sonar,0.541,0.48,0.414,0
sonata,0.643,0.406,0.425,0
sonervous,0.344,0.655,0.373,0
song,0.854,0.413,0.5,0
songwriter,0.844,0.558,0.713,0
sonic,0.594,0.5,0.481,0
sonice,0.5,0.356,0.421,0
sonnet,0.718,0.294,0.404,0
sonorous,0.646,0.58,0.442,0
soot,0.375,0.328,0.292,1
soothe,0.817,0.194,0.412,1
soothing,0.625,0.179,0.519,1
sophisticated,0.865,0.481,0.845,0
sophistication,0.792,0.472,0.704,0
sophomore,0.653,0.415,0.427,0
sopissed,0.276,0.577,0.433,0
soppy,0.51,0.355,0.297,0
soprano,0.552,0.55,0.685,0
sorcerer,0.377,0.633,0.632,0
sorcery,0.279,0.74,0.64,0
sordid,0.219,0.555,0.447,0
sore,0.094,0.65,0.224,1
soready,0.622,0.5,0.545,0
sorely,0.284,0.727,0.37,0
soreness,0.113,0.843,0.302,0
sorghum,0.469,0.358,0.42,0
sorority,0.635,0.637,0.627,0
sorrow,0.052,0.235,0.164,1
sorrowful,0.049,0.422,0.163,1
sorry,0.406,0.362,0.212,1
sort,0.673,0.389,0.674,0
sorter,0.594,0.412,0.823,0
sortie,0.49,0.45,0.311,0
sorting,0.469,0.4,0.642,0
sos,0.354,0.675,0.386,0
soscared,0.229,0.652,0.319,0
soscary,0.301,0.66,0.414,0
soslow,0.347,0.312,0.284,0
sostressed,0.435,0.481,0.578,0
sosweet,0.755,0.354,0.417,0
sothankful,0.729,0.526,0.418,0
sou,0.48,0.39,0.412,0
soul,0.77,0.22,0.51,0
soulful,0.755,0.331,0.5,0
soulless,0.125,0.591,0.4,0
soulmate,0.89,0.5,0.628,0
sound,0.765,0.623,0.398,0
sounding,0.69,0.5,0.558,0
soundness,0.78,0.377,0.893,0
soundproof,0.49,0.39,0.409,0
soundtrack,0.63,0.559,0.518,0
soup,0.602,0.245,0.269,0
sour,0.276,0.594,0.373,0
source,0.74,0.318,0.684,0
sourpuss,0.188,0.62,0.382,0
south,0.562,0.265,0.429,0
southbound,0.51,0.37,0.395,0
southeast,0.51,0.283,0.413,0
southern,0.552,0.269,0.37,0
southpaw,0.542,0.389,0.404,0
southwest,0.406,0.314,0.355,0
souvenir,0.844,0.311,0.466,0
sovereign,0.698,0.5,0.885,0
sovereignty,0.719,0.529,0.886,0
soviet,0.347,0.58,0.536,0
sow,0.667,0.43,0.446,0
soy,0.438,0.25,0.286,0
soy sauce,0.573,0.382,0.318,0
soybean,0.521,0.25,0.293,0
spa,0.622,0.151,0.386,0
space,0.8,0.317,0.573,0
spacecraft,0.646,0.698,0.68,0
spaceman,0.688,0.577,0.848,0
spaceship,0.643,0.781,0.664,0
spacing,0.621,0.425,0.507,0
spacious,0.88,0.365,0.557,0
spade,0.469,0.667,0.529,0
spaghetti,0.729,0.353,0.288,0
spam,0.188,0.354,0.304,0
spammers,0.354,0.5,0.418,0
span,0.521,0.33,0.528,0
spandex,0.429,0.52,0.429,0
spaniel,0.561,0.435,0.385,0
spank,0.112,0.882,0.642,0
spanking,0.194,0.736,0.392,0
spar,0.417,0.438,0.536,0
spare,0.552,0.398,0.411,0
spareribs,0.635,0.431,0.395,0
sparingly,0.51,0.353,0.518,0
spark,0.688,0.745,0.529,0
sparkle,0.819,0.765,0.51,0
sparkling,0.7,0.418,0.598,0
sparkly,0.885,0.59,0.726,0
sparring,0.292,0.87,0.704,0
sparrow,0.583,0.46,0.327,0
sparse,0.24,0.367,0.209,0
spasm,0.194,0.594,0.366,0
spastic,0.24,0.541,0.491,0
spat,0.427,0.413,0.309,0
spatial,0.604,0.625,0.645,0
spatter,0.292,0.63,0.315,0
spatula,0.302,0.198,0.369,0
spawn,0.542,0.586,0.709,0
spaz,0.443,0.5,0.268,0
speak,0.765,0.472,0.5,0
speakeasy,0.68,0.536,0.442,0
speaker,0.604,0.66,0.723,0
speakerphone,0.531,0.569,0.56,0
speaking,0.753,0.59,0.575,0
spear,0.51,0.601,0.5,0
spec,0.583,0.426,0.691,0
special,0.844,0.602,0.73,0
specialist,0.76,0.562,0.877,0
speciality,0.854,0.47,0.885,0
specialize,0.776,0.54,0.861,0
specially,0.847,0.398,0.714,0
specialty,0.724,0.479,0.783,0
specie,0.583,0.471,0.65,0
species,0.561,0.33,0.645,0
specific,0.656,0.388,0.691,0
specification,0.552,0.479,0.602,0
specify,0.656,0.405,0.6,0
specimen,0.531,0.444,0.568,0
speck,0.418,0.245,0.343,0
speckled,0.449,0.263,0.254,0
specs,0.54,0.398,0.618,0
spectacle,0.812,0.745,0.762,0
spectacles,0.816,0.775,0.648,0
spectacular,0.947,0.74,0.887,0
spectator,0.694,0.56,0.667,0
specter,0.265,0.723,0.54,0
spectral,0.43,0.667,0.5,0
spectrometer,0.5,0.452,0.49,0
spectrophotometer,0.5,0.484,0.5,0
spectroscopy,0.47,0.541,0.57,0
spectrum,0.312,0.7,0.527,0
speculate,0.398,0.602,0.553,0
speculation,0.325,0.683,0.394,0
speculative,0.276,0.591,0.464,0
speculum,0.417,0.469,0.433,0
speech,0.656,0.47,0.688,0
speechless,0.459,0.32,0.315,0
speed,0.719,0.849,0.658,0
speedboat,0.635,0.858,0.612,0
speedily,0.688,0.74,0.665,0
speeding,0.438,0.908,0.645,0
speedometer,0.427,0.549,0.579,0
speedway,0.667,0.519,0.416,0
speedy,0.625,0.625,0.793,0
spell,0.385,0.38,0.368,0
spellbound,0.531,0.647,0.387,0
spelling,0.594,0.357,0.398,0
spencer,0.51,0.394,0.367,0
spend,0.672,0.745,0.429,0
spender,0.312,0.692,0.377,0
spending,0.333,0.556,0.33,0
spent,0.296,0.296,0.263,0
sperm,0.396,0.706,0.453,0
spew,0.26,0.651,0.573,0
sphere,0.633,0.277,0.5,0
spherical,0.55,0.308,0.5,0
sphincter,0.347,0.633,0.375,0
sphinx,0.604,0.324,0.49,0
spic,0.302,0.455,0.451,1
spice,0.594,0.439,0.384,0
spicy,0.44,0.733,0.61,0
spider,0.229,0.569,0.43,0
spiders,0.26,0.696,0.368,0
spiffy,0.615,0.582,0.47,0
spigot,0.38,0.346,0.423,0
spike,0.382,0.51,0.408,0
spiked,0.281,0.613,0.407,0
spiky,0.284,0.657,0.587,0
spill,0.408,0.633,0.456,0
spillin,0.375,0.5,0.362,0
spin,0.551,0.422,0.345,1
spinach,0.583,0.2,0.368,0
spinal,0.312,0.491,0.296,0
spindle,0.552,0.41,0.36,0
spine,0.495,0.461,0.6,1
spineless,0.344,0.387,0.321,0
spinner,0.458,0.593,0.471,0
spinning,0.594,0.61,0.481,0
spinster,0.357,0.368,0.345,0
spiny,0.167,0.639,0.528,0
spiral,0.49,0.624,0.361,0
spire,0.354,0.358,0.389,1
spirit,0.786,0.37,0.621,0
spirited,0.854,0.587,0.734,1
spirits,0.583,0.847,0.545,0
spiritual,0.938,0.327,0.564,0
spirituality,0.865,0.281,0.667,0
spit,0.149,0.545,0.436,0
spite,0.08,0.6,0.317,0
spiteful,0.073,0.71,0.33,0
spitfire,0.233,0.623,0.566,0
spittoon,0.276,0.426,0.28,0
splash,0.521,0.412,0.281,0
splat,0.51,0.433,0.385,0
splatter,0.312,0.596,0.352,0
spleen,0.448,0.255,0.396,0
splendid,0.896,0.74,0.81,0
splendor,0.927,0.612,0.85,0
splice,0.386,0.46,0.377,0
spline,0.49,0.398,0.407,0
splint,0.179,0.4,0.343,0
splinter,0.136,0.422,0.325,0
split,0.344,0.618,0.41,0
splitting,0.188,0.598,0.375,1
splurge,0.365,0.481,0.542,0
spoil,0.146,0.723,0.328,1
spoiler,0.347,0.527,0.38,0
spoiling,0.135,0.678,0.306,1
spoils,0.388,0.76,0.481,0
spoke,0.635,0.433,0.483,0
spoken,0.551,0.363,0.545,0
spokesman,0.72,0.48,0.611,0
spokesperson,0.573,0.453,0.615,0
sponge,0.551,0.192,0.219,0
spongy,0.469,0.324,0.344,0
sponsor,0.729,0.537,0.8,0
sponsorship,0.854,0.608,0.696,0
spontaneity,0.817,0.698,0.655,0
spontaneous,0.78,0.578,0.655,0
spoof,0.49,0.594,0.381,0
spook,0.327,0.887,0.322,1
spooky,0.104,0.858,0.38,0
spool,0.397,0.389,0.312,0
spoon,0.479,0.236,0.259,0
spoonful,0.582,0.208,0.308,0
sporadic,0.333,0.394,0.5,0
spore,0.48,0.408,0.231,0
sport,0.865,0.7,0.657,0
sporting,0.917,0.656,0.675,0
sports,0.833,0.683,0.587,0
sports car,0.759,0.696,0.669,0
sportsman,0.755,0.735,0.713,0
sportsmanship,0.89,0.582,0.694,0
sportswriter,0.76,0.551,0.566,0
sporty,0.735,0.713,0.648,0
spot,0.51,0.18,0.336,0
spotless,0.792,0.327,0.726,0
spotlight,0.688,0.353,0.519,0
spotted,0.354,0.472,0.295,0
spotter,0.542,0.491,0.644,0
spotty,0.281,0.606,0.241,0
spousal,0.656,0.582,0.632,0
spouse,0.75,0.6,0.645,0
spout,0.438,0.357,0.309,0
sprain,0.063,0.58,0.384,1
sprawl,0.6,0.596,0.672,0
spray,0.438,0.41,0.333,0
spread,0.57,0.583,0.651,0
spreader,0.51,0.48,0.5,0
spree,0.564,0.663,0.474,0
spring,0.837,0.37,0.481,0
springtime,0.837,0.439,0.722,0
sprinkle,0.635,0.404,0.38,0
sprinkler,0.51,0.434,0.473,0
sprinkling,0.677,0.51,0.466,0
sprint,0.549,0.649,0.528,0
sprite,0.561,0.438,0.625,0
sprout,0.582,0.565,0.443,0
spruce,0.604,0.288,0.38,0
spud,0.403,0.423,0.349,0
spunk,0.438,0.632,0.473,0
spunky,0.646,0.879,0.755,0
spur,0.378,0.545,0.34,0
spurious,0.178,0.48,0.343,0
spurred,0.562,0.684,0.472,0
spurt,0.448,0.55,0.475,0
spy,0.26,0.686,0.53,0
squabble,0.173,0.85,0.5,0
squad,0.552,0.711,0.806,0
squadron,0.469,0.686,0.787,0
squall,0.191,0.833,0.655,0
squamous,0.344,0.446,0.418,0
squander,0.24,0.755,0.529,0
square,0.509,0.34,0.291,0
squash,0.531,0.667,0.41,0
squat,0.33,0.55,0.453,0
squatter,0.39,0.361,0.565,0
squaw,0.428,0.441,0.398,0
squawk,0.265,0.48,0.245,0
squeak,0.271,0.679,0.3,0
squeaky,0.229,0.771,0.367,0
squeal,0.25,0.731,0.375,0
squealer,0.541,0.519,0.33,0
squeamish,0.176,0.656,0.453,0
squeeze,0.458,0.676,0.532,0
squeezing,0.26,0.598,0.557,0
squelch,0.271,0.51,0.462,0
squid,0.497,0.398,0.357,0
squint,0.385,0.461,0.452,0
squire,0.479,0.459,0.71,0
squirm,0.235,0.824,0.373,0
squirrel,0.592,0.358,0.333,0
squirt,0.406,0.46,0.255,0
squish,0.26,0.788,0.481,0
squishy,0.516,0.333,0.307,0
stab,0.167,0.882,0.595,0
stabbed,0.031,0.875,0.431,0
stability,0.812,0.264,0.849,0
stabilize,0.839,0.427,0.722,0
stabilizer,0.688,0.353,0.767,0
stable,0.725,0.204,0.735,0
staccato,0.396,0.5,0.427,0
stack,0.47,0.282,0.427,0
stadium,0.635,0.679,0.611,0
staff,0.745,0.274,0.627,0
stag,0.594,0.25,0.389,0
stage,0.592,0.306,0.473,0
stagecoach,0.516,0.519,0.627,0
stagehand,0.42,0.684,0.555,0
stagger,0.531,0.62,0.458,1
staggering,0.52,0.657,0.683,0
stagnant,0.3,0.5,0.208,0
stagnation,0.276,0.324,0.396,0
staid,0.385,0.29,0.634,0
stain,0.453,0.324,0.264,0
stained,0.245,0.46,0.209,0
stainless,0.594,0.329,0.618,0
stair,0.375,0.354,0.345,0
staircase,0.469,0.347,0.44,0
stairs,0.51,0.439,0.342,0
stairway,0.562,0.51,0.407,0
stairwell,0.51,0.292,0.333,0
stake,0.406,0.608,0.46,0
stakeout,0.344,0.546,0.6,0
stale,0.235,0.461,0.286,0
stalemate,0.296,0.354,0.267,0
stalk,0.436,0.272,0.395,0
stalker,0.177,0.93,0.639,0
stall,0.37,0.245,0.292,0
stallion,0.628,0.596,0.779,0
stalls,0.582,0.378,0.451,0
stalwart,0.812,0.43,0.691,0
stamina,0.664,0.694,0.877,0
stamp,0.438,0.327,0.441,0
stampede,0.235,0.875,0.683,0
